imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Japan,Jordan,Kenya,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1707380,,Every Thing Will Be Fine (2015),,,"$24,432",,"$28,464",,,"$11,345",,,,,,,,,,,,,,,"$144,688",,"$14,757","$22,655",,,,,"$212,233",,,,,,,,,,,,,,,,,"$9,178",,,,"$2,384",,,,"$6,500","$50,714","$1,538",,,,,,,"$11,895",,"$4,937",,,,
2279373,,The SpongeBob Movie: Sponge Out of Water (2015),$205,"$6,322,043","$1,462,132",,"$2,129,451","$560,997","$17,188,528","$502,432","$1,657,101","$8,762,372","$1,352,559","$347,088","$1,321,939","$256,826",,,"$1,713,004","$84,955","$202,674",,"$514,773","$7,999,456","$11,051,014",,"$1,277,484","$564,004","$1,059,284","$253,443","$179,425","$4,347,459","$5,528,309","$212,445","$82,249","$247,077","$229,571","$300,743","$322,129","$1,285,739","$15,176,891","$2,935,503","$1,134,011",,,"$103,303","$2,946,120","$1,072,828","$2,322,967","$874,134",,"$509,234","$8,862,353","$262,627","$872,925","$252,395","$256,054","$1,222,719","$2,162,048","$6,237,937","$588,692",,"$256,164",,"$1,062,409","$401,658","$1,671,456","$761,641","$1,295,734","$11,898,007","$245,158",,
1841642,,Demonic (2015),"$497,618",,,,,"$43,297",,,"$160,437",,"$185,601",,,,,,"$105,395",,,,,,,,,,,,,,,,,,,,,"$617,160","$1,622,108",,,,,,,,,,,,"$149,377",,"$281,018",,,,,,,,,,"$97,185","$143,521",,,,,"$18,779",,
0475331,,The Magic Flute (2006),"$27,214","$35,140",,,,,,,$629,,,,,,,,,,,,,"$159,065","$32,170",,,,,,,,"$92,753","$1,294,175",,,,,,,,,,,,,,,,,,,,,,,,,,"$115,600","$87,026",,,,"$12,050",,,,,"$133,655",,"$5,688",
2555736,,The Second Best Exotic Marigold Hotel (2015),"$240,099","$12,427,033","$310,173","$5,570","$371,888",,"$263,466",,"$63,023",,"$142,192","$25,264",,"$362,819","$33,078,266",,"$43,814","$10,635",,,"$132,579","$713,887","$2,345,145",,"$39,127","$231,791","$65,172","$8,462","$166,539","$141,931","$860,978",,"$2,709","$29,097","$16,323","$51,906","$12,974","$54,907","$376,881","$446,881","$2,644,487",,,"$10,841","$62,104","$17,001","$185,450","$178,165","$8,282",,"$439,590","$12,222","$191,320","$6,499","$19,946","$490,174",,"$2,433,712","$652,586",,"$224,310","$409,838","$210,338",,"$32,496",,"$220,822","$23,064,109","$54,534","$136,740",
1951218,,Piggy (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992152,,Personal Tailor (2013),,"$96,993",,,,,,,,"$115,520,000",,,,,,,,,,,,,,,,"$67,356",,,,,,,,,,,,,,,"$66,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0428940,,Papa (2005),,,,,,,,,,,,,,,,,,,,,,"$2,029,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,747,575",,,,,,,,,,,,,,
0478687,,Call Me Elisabeth (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,978",,,,,,,,,,,,,,,,,,,,,,,,"$10,214",,,,,,,,
0425125,,The Color of Milk (2004),,,,,,,,,,,,,,,,,,,,,,,"$53,193",,,,,,,,,,,,,,,,,,,,"$673,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710393,,Ismael (2013),"$74,026",,,,,,,,"$21,770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,288",,
2401097,,Tracers (2015),,,,,,,,,,,,,,,,,,,,,,,,,,"$15,214",,,,,,,,,,,,"$301,979",,,,,,,,,,,,,,,"$78,962",,,,"$137,676",,,,,,,"$327,417",,,,,,,
2097298,,"McFarland, USA (2015)",,,,,,,,,,,$711,,,,,,"$118,809",,,,,,,,,,,,,"$16,746",,,,,,,,,"$424,265",,,,"$1,774",,"$27,572",,,,,,,,,,,"$9,154",,,,,,,,,"$10,713",,,"$19,401","$2,666",,
2909116,,Wolf Totem (2015),"$4,740",,"$55,315",,"$198,456",,,,"$1,800","$110,460,000","$18,761",,,,,,"$5,369",,,,,"$8,811,832","$394,554",,,"$269,068",,,,,"$3,473,496",,,,,,,,,,,,,,,,,"$93,728",,"$15,503",,,,,"$2,999","$13,321",,"$1,531,645",,,"$239,537",,,$869,"$35,486",,,,,,
2918436,,The Lazarus Effect (2015),$18,,,,,,"$1,552,578",,"$52,459",,,"$12,567","$51,953",,,,"$96,929","$65,091","$11,784",,,"$1,186,091",,,,"$93,316","$125,511",,,,"$800,042","$61,035","$8,801",,"$10,341","$24,950","$27,804","$150,034","$3,143,528",,,,,"$10,477","$309,063","$162,115",,"$19,216",,,"$449,107",,"$132,915","$85,353",,"$40,349","$120,519",,,,,,"$234,215","$62,900","$272,339","$50,247","$123,324",,"$63,847",,
2358925,,Unfinished Business (2015),,"$1,073,442",,,,,,,,,,,,,,,,,,,,"$1,550",,,,,"$135,824",,,,,,,,,,,,,,"$160,405",,,,"$80,777","$144,497",,,,,"$604,515",,"$167,917",,,"$10,371",,"$98,031",,,,,,,,"$163,653",,"$1,057,035",,,
3745620,,Bogowie (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,596,605",,,,,,,,,,,"$7,336",,,,,,,,,,"$356,717",,,
2935564,,The Connection (2014),,,,,,,"$74,278",,,,,,,,,,,,,,,"$11,447,153",,,,,,,,,"$158,810",,,,"$5,744","$9,878","$6,527",,,,,,"$96,226",,,,,,,,"$40,555",,,,,,,"$16,048",,,,,,,"$16,242",,,,,,
1826660,,Soulless (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,364,412",,,,,,,,,,,,,,,,,,,,
1433810,,Mumbai Diaries (2010),,"$65,442",,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,404,243",,,,,,,,,"$22,936",,,"$13,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359810,,Raanjhanaa (2013),,"$42,817",,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,594,038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$225,712",,,
0098606,,The Voice of the Moon (1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,709",,,,,,,,,,,,,,,,,,,,
3233418,,Spare Parts (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,228",,,,,,,,,,,,,,,,,"$3,141",,,,,,,,,,,$44,,,,
1620449,,Conference of Animals (2010),,,,,,"$52,373","$1,688,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$427,790",,,,,,"$5,002,839",,"$103,597",,,,"$1,605,278",,,,,,,,,,,,,,
1210117,,Impy's Wonderland (2008),,,"$208,296",,,"$327,790","$327,790",,,,,,,,,,,,,,,"$738,142","$3,072,041",,,,,,,,"$273,774",,,,,,,,,,,,,,,,"$380,775","$78,805",,,"$1,234,584",,,,,,"$164,546",,,,,,,,"$343,601",,,,,,
2295722,,Falcon Rising (2014),,,,"$11,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,964",,,,,,,,,,,"$61,889",,,,,,,,,,,,,,,,,,,,,,,"$163,398",,,,
1646127,,Lights Out (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,682",,,,,,,,,,,,,,,,,,
2379318,,Bright Days Ahead (2013),,,"$156,578",,"$73,405",,"$442,325",,,,,,,,"$21,770",,,,,,,"$3,318,325","$562,561",,"$19,500",,,,,,,,,,,,,,,"$89,880",,,,,,,,,,,"$50,709",,,,,,,"$130,820",,,,,,,,,,"$71,929","$11,237",,
2719094,,Doll (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$529,112",,,,,,,,,,,"$36,776",,,,,,,,,,"$1,642",,,
2139919,,Gimme the Loot (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,341",,,
2199571,,Run All Night (2015),"$461,642","$1,038,829","$316,257",,"$438,479","$106,163","$1,013,320","$80,292","$382,167",,,"$51,119","$96,059","$194,506",,"$17,552","$335,275","$201,953","$18,924",,"$18,554","$2,904,398","$2,634,943",,"$414,247","$453,186","$276,357","$35,220","$147,242","$713,466","$1,052,643","$1,292,719","$65,614","$17,552","$17,729","$294,744","$33,590","$885,092","$3,765,177","$605,692","$209,278","$40,723","$131,078","$160,789","$609,569","$726,575","$365,455","$264,629",,"$301,796","$980,224","$22,362","$607,179","$104,390","$10,359","$389,447","$1,953,415","$1,278,216","$575,393",,"$87,206","$369,920","$1,551,263","$338,755",,,"$1,659,075","$3,033,411","$78,832","$663,171","$259,506"
3331846,,Stand by Me Doraemon (2014),,,,,,,,,,"$86,920,000",,,,,,,,,,,,,,,,"$6,047,317",,,,,,"$79,003,725",,,,,,"$55,060",,,,,,,,"$5,877",,,,,,,"$593,842",,,,"$3,275,458",,,,,,"$864,812","$1,290,644",,,,,,,
1780798,,Clown (2014),"$295,554",,,,,"$22,647",,,,,"$118,142",,,,,,"$70,488",,,,,,,,,,,,,,"$1,720,061",,"$6,433",,,,,,"$1,726,619",,,,,"$19,092","$159,807","$65,981",,,,,,,,,,,,,,,,,,,,,"$114,356",,"$7,416",,
2253939,,Camille Rewinds (2012),,,,,,,"$76,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,398",,,,,,,,,,,,,,,,"$36,063",,,,,,,,,,,,,,
3171764,,Killer Mermaid (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$87,983",,,,,,,,,,,,,,,,,,,,,,,,,
1661199,,Cinderella (2015),"$1,368,674","$17,332,032","$946,527",,"$1,951,006","$422,027","$16,135,396","$396,396","$1,593,498","$71,570,000","$2,543,497","$112,514","$567,891","$911,417","$201,151,353","$257,957","$2,086,057","$246,728","$95,449",,"$1,013,205","$11,265,336","$7,700,576",,"$899,620","$2,487,624","$518,592","$97,904","$1,650,320","$729,315","$16,178,079","$47,180,932","$169,184","$257,957","$77,541","$600,532","$82,442","$4,526,298","$15,486,930","$1,427,671","$2,544,059","$18,676","$4,113,689","$203,292","$2,670,566","$4,702,050","$2,144,073","$1,122,985",,"$536,161","$11,464,091","$92,283","$6,045,781","$174,076","$58,518","$1,113,164","$5,064,161","$8,693,087","$1,705,712",,"$680,102","$1,093,963","$1,704,196","$2,555,524","$1,211,658","$647,757","$3,025,190","$32,849,459","$197,946","$8,189,996","$39,133"
3013588,,My Summer in Provence (2014),,,,,,,"$12,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,542",,,,,,,,,,,,,,
2917388,,Kidnapping Mr. Heineken (2015),"$99,965",,,,,,"$546,741",,,"$1,430,721","$58,285",,,,,,,,,,,,,,,"$52,537",,,,,,,,,,,,,,,"$33,417",,,,,"$72,656",,,,,"$58,007",,"$16,843",,,,,,,,,,,"$90,313",,,,,"$38,497",,"$82,836"
3203616,,The Cobbler (2014),,,,,,"$23,283","$1,056,200",,"$100,695",,,,,,,,"$84,782",,,,,,,,,"$106,562",,,,,,,,,,,,"$344,398","$1,353,414",,,,,,"$851,715",,,,,,,,"$102,562",,,,"$283,528",,,,,,"$60,926",,,,,,"$85,838","$166,559",
