imdbId,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,Baltic States,Bangladesh,Central America+,Cyprus,Czech Republic/Slovakia,Djibouti,East Africa,Lebanon/United Arab Emirates,Lesser Antilles,Mauritius,Middle East,Middle East Other,Middle East/UAE,Morocco,New Caledonia,Palestine,Reunion,Russia/CIS/Ukraine,Sri Lanka,Tunisia,West Indies,Greece and Cyprus,Ireland,S/E/W Africa,Syria,Yugoslavia,Costa Rica,Honduras,Nicaragua,Switzerland (Italian),El Salvador,Guatemala,Netherlands Antilles,North Macedonia,South Africa/Nigeria,Switzerland (French/Italian),E/W Africa,Laos,Bosnia,Soviet Union,Malta
0995739,Invisible Target (2007),,,,,,,,,,,,,,"$4,482,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320253,The Expendables (2010),"$1,290,333",,"$8,356,501","$1,656,368",,"$2,686,544","$24,898","$4,739,155","$376,568",,,,"$345,135","$31,778,656",,"$158,448",,"$615,729","$1,520,584",,,"$162,597",,"$103,817",,"$1,063,547","$13,547,449","$8,211,457",,"$1,483,262","$1,358,280","$522,133","$263,958",,,,,"$4,104,395",,"$10,833,013",,,,"$88,744","$182,323","$179,503","$2,125,236","$5,345,282",,"$2,681,429","$799,984","$8,611","$1,594,993",,,,,"$454,296","$1,669,534","$1,666,186","$1,687,774",,,"$264,494",,"$6,849",,"$127,083","$1,371,833","$112,730","$128,090",,"$2,544,340","$6,065,276","$1,096,956",,,,"$1,229,496","$1,101,568",,"$1,525,348","$1,063,359","$1,872,131","$15,969,695","$20,786",,"$364,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0446029,Scott Pilgrim vs. the World (2010),,,"$2,892,376","$29,824",,"$4,118",,"$77,934",,,,,,,,,,"$78,900","$58,997","$33,281,690",,,"$9,591","$9,755",,"$184,854","$112,442","$283,446",,,,,"$54,265",,,,"$415,524","$298,363",,,,,,"$5,004","$14,670","$4,806",,"$178,856",,"$56,456","$509,024",,"$216,888",,,,,,,,"$13,927",,,"$21,960",,"$1,094,734",,,,,"$20,495","$86,677",,"$218,687","$42,231",,,,,,,,,"$142,685","$8,445,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313092,Animal Kingdom (2010),,,"$4,350,187",,,,,,,,,,,,,,,,,"$1,044,039",,,,,,,"$257,693",,,"$103,239","$20,638",,,,,,,"$190,504",,,,,,,"$14,734",,,,,,"$181,091",,,,,,,,,"$27,709","$1,681",,,,,,,,,,,,,"$227,938",,,,,"$5,014",,,,,,"$785,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424062,The Thorn in the Heart (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291465,Raajneeti (2010),,,"$335,967",,,,,,,,,,,,,,,,,,,,,,,,,,"$6,473",,,,,"$26,925,765",,,,,,,,,,,,,"$28,223",,,,"$45,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$603,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020558,Centurion (2010),,,"$241,436",,,"$105,202",,"$147,684","$57,308",,,,,,"$75,164","$32,234",,,,,,,,"$11,451",,,"$17,800",,,"$120,746",,"$66,441","$12,041",,,,,,,,,,,"$17,692","$27,595","$32,383",,,,"$128,917","$38,285",,"$135,438",,,,,,,,,,,,,"$986,847",,"$2,188","$153,537",,,"$98,159","$464,397","$3,044,730",,,,,"$53,317","$4,067",,"$206,844",,"$309,378","$175,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0808526,Life During Wartime (2009),"$13,998",,,,,,,"$21,769",,,,,,,,,,,,"$281,447",,,,,,,"$159,186",,,,,,,,,,,"$209,587",,,,,,,,,,"$7,360",,,,,,,,,,,,,,,,,,"$7,114",,"$2,916","$2,572",,,,,"$83,551","$17,662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022606,Leonera (2008),"$486,380",,,,,"$7,681",$549,"$37,584",,,,,,,,,,,,,,"$1,258",,,,,"$205,974",,,,,,,,,,,,,,,,,,,,,,,"$3,342",,,,,,,,,,,,,,,,,,,,,,,,"$64,855",,,,,,,,,,,,$142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0458455,Pope Joan (2009),,,,,,,"$2,014",,,,,,,,"$25,965",,,,,,,,,,,,,,,,"$24,190",,,,,,,,,,,,,,,,,"$316,056",,,,,,,,,,"$50,008",,,,,,,,"$204,419",,,"$19,450",,,,,,,,,,"$6,159","$43,821",,,,,,"$7,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038419,Cluny Brown (1946),,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020938,Babies (2010),"$3,659",,"$434,689","$196,109",,"$55,178",,"$19,412",,,,,,,,,,,,,,,,,,,"$1,060,067","$649,735",,,,,"$24,917",,,,,,,,,,,,,"$6,639",,,,,"$80,993",,,,,,,,,,"$4,075",,,,,"$147,041",,"$1,211","$26,245",,,,,"$187,157",,,,,,,,,,,$163,"$1,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0997152,The Experiment (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,986","$120,749",,,,,,,,,,,,,,"$25,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,757",,,,,"$69,393",,,"$62,082",,"$128,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0816436,Black Water (2007),,,"$98,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$256,931","$9,818",,,,,,,,,,"$106,364","$68,289",,,,,,,"$289,886",,,,,,,,,,,,,,,,,,"$159,240","$97,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220214,Heartless (2009),,,,,,,,,,,,,,,,,,,,"$3,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0464154,Piranha 3D (2010),"$333,651",,"$2,250,645","$778,259",,"$1,104,623","$111,962","$905,633","$27,515",,,,,,"$716,661","$201,997",,"$224,219","$564,137",,,"$259,019","$194,508",,,"$54,231","$6,876,965","$2,183,573",,"$614,532","$1,230,354","$69,999","$51,512",,,,,"$2,025,594",,,,,,"$18,777","$201,541","$55,935","$2,120,514","$589,805",,"$1,072,685","$201,971",,"$293,517",,,,,"$494,194","$562,703","$1,532,437","$206,262",,,"$364,054",,"$9,436,745",,,"$357,605",,,"$336,694","$4,785,848","$1,083,512","$181,406",,,,"$1,238,639","$719,270",,"$806,638","$589,901","$493,383","$6,903,929","$17,287","$379,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0487027,FC Venus (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179025,The Extraordinary Adventures of Adèle Blanc-Sec (2010),,,,,,,,"$250,375",,,,,,"$7,742,449",,,,,,,,,,,,,,,,,"$232,745",,,,,,,,,"$4,689,840",,,,,,,"$920,652",,,,,,,,,,,,"$114,502",,,,,,,"$1,549,796",,,"$185,020",,,,,,,,,,"$159,894","$342,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194263,Get Low (2009),,,"$491,790",,,"$32,404",,,,,,,,,,,,,,,,,,,,"$18,518",,,,,,,,,,,,,,,,,,,,,,,,,"$235,508",,"$33,666",,,,,,,"$426,266","$22,660",,,,,,,,,,,"$29,882",,,,,,,,,,"$47,509",,,"$7,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500496,La Danse: The Paris Opera Ballet (2009),,,"$10,475","$15,655",,,,,,,,,,,,,,,"$39,184",,,,,,,,,"$240,470",,,,,,,,,,,,,,,,,,,,,,,"$70,588",,,,,,,,,,"$41,307",,,,,,,,,,,,,"$108,206","$31,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202514,Accident (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,667",,,,"$691,396",,,,,,,,,,,,,,,,"$181,720",,,,,,,,,,,,,,,,,,,,,,"$248,663",,,"$20,852",,,,,,,,,,,,"$9,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223975,Tony Manero (2008),,,,,,,,"$29,490",,,,,"$351,143",,"$1,441",,,,,,,,,,,,"$76,550",,,,,,,,,,,"$171,645",,,,,,,,,,,,,,,,,,,,,,,"$3,600",,,,,,,,,,,,,,,,,,,,,,,,"$32,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087890,Terribly Happy (2008),,,,,,"$5,514",,,,,,,,,,,,"$8,844","$2,611,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346961,The Eclipse (2009),,,"$25,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285309,The Joneses (2009),,,,,,"$215,322",,"$552,845",,,,,,,,,,,"$150,947","$1,475,746",,,"$6,339",,,,,,,,,,"$5,279",,,,,,,,,,,,"$40,661",,,"$1,602,629",,"$213,616",,,"$57,095",,,,,"$168,000",,,"$12,106",,,,,"$1,233,788",,,"$25,914",,,"$70,872",,,"$137,142",,,,,"$30,613",,"$127,429","$78,614","$52,423","$786,455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183672,The Girl on the Train (2009),,,,,,"$50,998",,,,,,,,,,,,,,,,,,,,,"$1,280,441",,,,,,,,,,,,,,,,,,,,,,,"$67,384",,,,,,,,,,,,,,,,,,,,,,,,"$97,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329457,Gainsbourg: A Heroic Life (2010),,,"$108,786","$92,633",,"$462,434",,,,,,,,,,"$8,420",,"$6,840",,,,,,,,,"$9,234,225","$698,066",,,,,,,,,,,,,,,,,,"$4,383",,,,"$18,909","$26,403",,,,,,,,,,"$27,487",,,,,"$264,785",,,,,,,,"$253,353","$54,754",,,,,,,,,,"$725,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156143,Wild Grass (2009),"$97,911",,,"$29,605",,"$61,419",,"$192,307",,,,,"$7,079",,,,,,,"$403,952",,,,,,,"$3,202,807","$89,450",,"$38,963",,,,,,,,"$377,828",,,,,,,,,,,,,,,,,,,,"$8,800",,,"$60,866",,,"$3,073",,"$23,246",,,,,,"$1,912",,"$222,592",,,,,,,,,,,,"$13,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107816,Giallo (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,458",,,,,,,,,,,,,,,,,,,,,,,,,,"$4,050",,,,,,,,,,,,,,,,,,,,"$28,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411951,Tekken (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$389,039",,,,,,,,,,,,"$189,281",,,,,,,,,,"$221,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0406098,Something Like Happiness (2005),,,,,,,,"$37,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0843302,Retribution (2006),"$115,072",,,,,,,,,,,,,,,,,,,,,,,,,,"$13,685",,,,"$13,655",,,,,,,,,,,,,,,,"$17,962",,,,,,,,,,,"$51,806","$65,977",,,,,,,,,,"$46,404",,,,,,,,,,"$18,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320244,The Last Exorcism (2010),"$1,144,364",,"$1,206,443","$258,764",,"$279,455","$110,224","$2,032,160",,,,,"$308,406",,"$623,256","$66,200",,,,,,"$51,885",,,,"$7,190","$2,232,773","$999,537",,"$363,112",,,"$8,965",,,,,"$2,447,364",,,,,,,"$17,726",,,"$3,031,584",,"$110,991","$44,016",,,,,,,"$497,696","$335,242","$521,198","$308,495",,,,,"$2,079,599",,,"$343,489",,,,"$627,137","$1,026,926",,,,,"$120,790","$65,193",,"$202,832",,"$276,538","$5,874,380","$11,510","$762,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440728,The American (2010),"$298,734",,"$1,156,646","$466,414",,"$842,354","$3,850","$115,508","$99,888",,,,,,"$25,394","$46,340",,"$86,062","$445,800",,,"$21,773","$37,381",,,"$149,828","$3,968,991","$3,712,532",,"$712,112","$123,734","$87,651","$21,757",,,,,"$1,482,541",,,,,,,"$49,841",,"$164,654","$382,367",,"$1,545,541","$190,901",,"$377,767",,,,,"$28,381",,"$401,792","$518,157",,,"$160,802",,"$2,977,499",,,"$124,741",,"$24,725","$293,888","$503,962","$4,689,425","$538,679","$1,137,318",,,"$172,954","$15,493",,"$621,279","$178,921","$200,497","$2,170,991","$32,429","$50,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0889573,The Switch (2010),"$570,139",,,"$405,651",,"$688,142","$12,404","$2,017,831","$67,424",,,,,,,"$173,680",,"$116,127","$217,718","$27,779,426",,"$77,431",,"$35,574",,"$123,816","$1,120,493","$1,678,078",,"$217,732","$141,940","$91,351","$35,760",,,,,"$1,499,653",,,,,,"$66,057","$71,762","$38,222","$137,033","$1,935,601",,"$562,109",,,"$70,865",,,,,"$274,603",,"$337,222","$581,883",,,,,"$2,250,508",,"$30,820","$82,813","$105,211","$51,404","$541,358","$480,107","$1,271,886","$53,734","$558,065",,,"$93,201","$88,159",,,"$283,483","$321,988","$1,029,490","$38,103","$447,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558250,GasLand (2010),,,"$18,582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0985694,Machete (2010),"$187,600",,"$304,337","$570,275","$9,236","$221,047","$13,891","$89,910","$95,410",,,"$119,735",,,"$62,317","$56,743",,"$180,526","$114,660",,"$22,807","$50,706","$7,444","$47,062","$2,468","$92,699","$1,491,302","$2,264,814","$2,568","$287,207",,"$73,596","$31,366",,,,,"$1,359,299",,"$774,060","$5,898",,"$41,123","$30,414","$19,144","$42,758",,"$945,321",,"$962,707","$112,162","$57,775","$101,515","$12,401",,,,"$80,535",,"$591,627","$49,357",,"$33,068","$110,661",,"$2,708,996",,"$32,993",,"$22,002","$49,648","$57,297","$25,366","$2,003,454","$60,408","$1,006,701",,,,"$103,878",,"$421,657","$255,316","$110,888","$301,246","$8,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193631,Step Up 3D (2010),,,"$9,368,208","$2,349,174",,"$3,574,117",,,"$258,583",,,,"$606,128",,,"$267,601",,"$844,477","$593,368",,,,"$333,928","$279,294",,"$402,144","$8,701,891","$13,869,503","$16,882","$2,129,397","$2,484,600","$729,068","$125,848",,,,,"$9,282,511",,,,,,"$237,018","$526,401","$303,401","$1,503,391","$202,058",,"$5,020,354","$1,215,568","$48,048","$399,138",,,,,,"$595,627","$4,633,996","$607,674",,,"$732,603",,"$12,131,409",,"$20,040","$1,781,111","$398,433","$227,845","$3,040,681","$6,284,146","$2,611,502",,,,,"$1,891,029","$1,903,317",,"$214,544","$481,097","$1,809,145","$11,537,610","$3,615",,,,,,,,,"$66,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264074,The Wedding Song (2008),"$35,005",,,,,"$2,926",,"$36,330",,,,,,,,,,,,,,,,,,,"$302,018",,,,,,,,,,,"$148,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322312,Going the Distance (2010),"$315,755",,"$2,022,192","$349,423",,"$333,853","$25,694","$1,587,217","$36,113",,,,"$192,824",,"$305,525","$86,840",,"$63,584","$193,895",,,"$131,669","$37,718","$22,544",,"$57,993","$1,533,623","$1,554,435",,"$218,662","$226,097","$538,613","$55,150",,"$97,943",,"$449,949","$403,202",,,,,,"$45,124","$68,333","$70,660","$186,161","$2,152,190",,"$1,018,070","$319,215",,"$50,562",,,,,"$327,280","$468,653","$569,327","$231,789",,,"$152,063",,"$1,457,785",,"$34,907","$443,174","$12,537","$88,262","$279,854",,"$1,140,210","$83,121",,,,"$375,630","$91,968",,"$665,990","$323,798","$148,893","$2,124,322","$32,988","$451,433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666186,Vampires Suck (2010),,,"$2,403,158","$1,299,458","$7,679","$1,008,698","$71,452","$2,270,062",,,,,"$332,168",,"$246,857",,,,"$485,853",,,"$146,005",,"$40,366",,"$260,774","$1,489,932","$8,064,054",,,"$166,215",,"$21,865",,"$168,407",,,"$6,000,711",,,,,,"$35,749",,"$70,537","$511,600","$2,730,361",,"$342,896","$404,765","$8,582",,,,,,"$316,645","$329,962","$9,087","$392,974",,,,,"$1,819,246",,,"$267,563",,,"$197,693",,"$4,698,326","$735,736",,,,"$45,399",,,"$192,835",,"$143,687","$4,798,312",,"$406,169",,,,,,,,"$5,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220634,Resident Evil: Afterlife (2010),"$1,392,142",,"$4,440,687","$2,427,531",,"$971,757","$400,474","$9,488,168","$405,587",,,"$941,942","$1,353,662","$21,640,678","$3,124,133","$126,609",,"$587,156","$641,177",,,"$1,027,886","$156,129","$161,964",,"$485,901","$9,009,612","$16,119,840",,"$643,025","$2,369,036","$828,587","$62,164",,"$588,583",,"$423,771","$5,253,337",,"$55,120,606",,,,"$176,573","$195,081","$188,487","$3,563,274","$11,148,133",,"$872,799","$494,381",,"$584,921",,,,,"$1,262,371","$2,039,599","$1,623,327","$1,188,776",,,"$538,348",,"$19,729,290",,"$58,686","$1,956,457","$221,284","$90,699","$450,701","$12,963,377","$7,800,947","$1,965,423",,,,"$6,048,031","$3,415,485",,"$2,388,597","$1,738,030","$1,128,982","$7,492,098","$161,693","$2,447,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167638,22 Bullets (2010),"$127,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,850,783",,,"$7,996",,,,"$861,948",,,,,,"$57,003",,,,,,,"$16,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0846017,Triangle (2007),,,,,,,,,,,,,,"$3,616,637",,,,,,,,,,,,,"$77,204",,,,"$701,677",,,,,,,,,,,,,,,,"$147,677",,,,,,,,,,,,,,"$1,639",,,,,,,,"$71,346",,,,"$12,320",,,,,,,,,,,,$817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008017,Palermo Shooting (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285016,The Social Network (2010),"$621,292",,"$12,259,377","$1,315,082","$34,257","$1,821,072","$43,052","$5,263,976","$139,787",,,"$298,199","$331,704",,"$636,335","$232,284",,"$305,518","$1,566,720","$96,962,694","$84,276","$140,860","$66,759","$123,464","$4,830","$561,246","$13,145,055","$9,345,704","$7,082","$983,552","$629,366","$175,734","$149,883","$1,451,829","$366,544",,"$1,257,065","$3,758,965",,"$16,985,483","$42,110",,"$120,697","$115,510","$124,930","$77,022","$356,320","$3,239,209",,"$1,376,029","$1,107,528","$64,685","$1,384,111","$24,912",,,,"$312,734","$387,794","$1,355,215","$1,076,086",,"$29,866","$163,516",,"$4,574,676",,"$55,090","$851,214","$124,007","$153,204","$415,980","$3,269,538","$6,584,744","$1,983,938","$2,057,773",,,"$516,336","$554,327","$55,218","$643,405","$398,008","$496,337","$16,876,647","$84,986","$616,663",,,,,,,,"$33,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0062043,A Man Vanishes (1967),,,,,,,,,,,,,,,,,,,,"$6,201",,,,,,,"$9,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0840361,The Town (2010),"$677,594",,"$7,385,366","$291,641",,"$1,229,114","$34,262","$814,562","$152,305",,,,"$152,484",,"$419,746","$87,580",,,"$395,524",,,"$89,141","$121,332","$20,315",,"$175,358","$8,913,333","$2,633,533","$10,037","$925,977","$219,325","$191,160","$126,288",,,,"$1,173,541","$3,203,649",,"$1,855,760",,,,"$27,427","$181,746","$59,668",,"$1,867,154",,"$1,024,973","$458,233","$62,677","$832,745",,,,,"$243,273","$411,962",,"$977,369",,,"$154,265",,"$1,942,326",,"$74,966","$461,925",,,"$414,417","$666,013","$5,106,974","$1,394,136",,,,"$365,770",,,"$454,102",,"$769,482","$7,484,217","$43,104","$701,482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282140,Easy A (2010),,,"$5,577,376",,"$4,889","$11,827","$20,864",,"$53,626",,,,,,,"$50,228","$17,234",,"$208,284","$58,401,464","$33,864","$86,051","$14,919","$41,155","$2,045",,,"$1,996,491",,,,"$116,150","$26,102",,,,"$38,959","$82,427","$5,857",,"$14,996",,,"$46,726","$42,900","$18,785",,,,,"$556,049","$32,582","$191,531",,,,,"$211,654","$205,247","$267,662",,,,"$105,623",,"$2,435,766",,,"$219,286",,"$80,862","$357,211",,"$1,397,014","$453,574",,,,,"$49,905","$18,020",,,"$92,051","$1,241,489","$11,198","$186,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0879870,Eat Pray Love (2010),"$1,367,393",,"$11,499,164","$2,000,100","$88,178","$1,390,152","$75,315","$10,419,470","$252,059",,,"$450,406","$437,918",,"$972,593","$266,628",,"$641,318","$1,723,878","$80,574,010","$133,735","$208,597","$245,414","$240,662",,"$731,034","$5,867,207","$14,267,576","$22,446","$1,368,288","$699,360","$707,658","$118,599",,"$1,530,403",,"$1,466,614","$5,000,639",,"$8,899,304","$121,413",,,"$262,137","$229,026","$246,562","$440,613","$2,856,933",,"$3,534,067","$1,397,650","$64,210","$1,042,090",,,,,"$346,983","$558,434","$1,895,338","$1,993,935",,,"$443,160",,"$4,829,784",,"$158,065","$748,986","$279,186","$386,410","$1,826,482","$3,299,364","$6,698,018","$1,424,551","$2,352,436",,,"$1,780,478","$198,402",,"$1,796,133","$728,383","$698,630","$7,371,485","$230,175","$570,588",,,,,,,,"$60,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049402,Howl (2010),,,"$13,671","$8,505",,"$10,597",,,,,,,,,,,,,,"$617,334",,,,,,,"$14,414","$49,160",,,,,,,,,,"$305,337",,,,,,,,,"$96,382",,,,,,,,,,,,,,"$4,205",,,,,,,,,,,,,"$59,136",,,,,"$9,369",,,,,,"$186,662",,,"$240,038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356864,I'm Still Here (2010),,,"$33,593",,,,,,,,,,,,,,,,,,,,,,,,"$25,493","$22,417",,,,,,,,,,,,,,,,,,,,"$8,618",,,"$11,883",,,,,,,,,,,,,,,,,,,,,,,"$16,738",,,,,,,,,,,"$98,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067733,"Patrik, Age 1.5 (2008)",,,,,,,,,,,,,,,,,,,,,,,,,,"$6,956",,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,564",,,,,,,,,,,,,,,,,,,,,,"$3,166,718",,,,"$7,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0817177,Flipped (2010),,,,,,,,,,,,,,,,,,,,"$1,755,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,569,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433813,Hubble (2010),,,"$2,047,542",,,,,"$135,666",,,,,,,,,,,,"$52,522,904",,,,,,,,,,,,,,,,,,,,,,,,,,,$307,,,,$429,,,,,,,,,,,,,,,,,,,,,,"$112,319",,,,,,,"$18,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
